id,type,data
357,1,"[[4115,0,0],[4116,0,2],[4117,0,-2],[4118,0,1],[4119,-1,1],[4120,0,0],[4121,-2,2],[4122,-3,0],[4123,-2,0],[4124,-2,0],[4125,-2,2],[4126,-1,1],[4127,2,0],[4128,0,0],[4129,0,0],[4130,0,0],[4131,0,0],[4132,0,0],[4133,-1,0],[4134,-1,0]]"
358,2,"[[4135,2,2],[4136,1,2],[4137,0,2],[4138,0,2],[4139,-1,2],[4140,0,2],[4141,0,1],[4142,0,2],[4143,0,2],[4144,1,2],[4145,0,0],[4146,-1,0],[4147,1,0],[4148,3,-1],[4149,0,1]]"
359,0,"[[4190,0,0],[4191,1,0],[4192,0,1],[4193,0,0],[4194,0,4]]"
360,1,"[[4155,0,-1],[4156,0,2],[4157,0,0],[4158,0,0],[4159,0,1],[4160,0,0],[4161,0,1],[4162,-1,1],[4163,-2,0],[4164,-2,0],[4165,-1,1],[4166,-1,1],[4167,1,0],[4168,1,0],[4169,0,-1],[4170,0,0],[4171,0,0],[4172,0,0],[4173,0,0],[4174,0,0]]"
361,2,"[[4175,2,2],[4176,1,2],[4177,0,2],[4178,0,2],[4179,0,2],[4180,0,2],[4181,0,1],[4182,0,2],[4183,0,2],[4184,1,2],[4185,0,0],[4186,0,0],[4187,0,0],[4188,0,0],[4189,0,1]]"
362,4,"[[4195,2,0],[4196,2,0]]"
363,1,"[[4197,0,0],[4198,0,0],[4199,0,-1],[4200,0,0],[4201,0,0],[4202,0,0],[4203,0,-1],[4204,0,-1],[4205,0,0],[4206,0,0],[4207,0,0],[4208,0,0],[4209,0,0],[4210,0,0],[4211,0,-1],[4212,0,0],[4213,0,0],[4214,0,0],[4215,0,0],[4216,0,0]]"
364,2,"[[4217,0,0],[4218,0,0],[4219,0,0],[4220,0,0],[4221,0,0],[4222,0,0],[4223,0,0],[4224,0,0],[4225,0,0],[4226,0,0],[4227,0,0],[4228,0,0],[4229,0,0],[4230,0,0],[4231,0,0]]"
365,4,"[[4232,3,0],[4233,2,0]]"
366,1,"[[4234,0,-2],[4235,0,0],[4236,0,0],[4237,0,0],[4238,0,0],[4239,0,0],[4240,0,0],[4241,0,0],[4242,0,0],[4243,0,0],[4244,0,0],[4245,0,0],[4246,0,0],[4247,0,0],[4248,0,-1],[4249,0,0],[4250,0,0],[4251,0,0],[4252,0,0],[4253,0,0]]"
367,4,"[[4254,2,0],[4255,2,0]]"
368,1,"[[4256,0,-1],[4257,0,0],[4258,0,0],[4259,0,0],[4260,0,0],[4261,0,0],[4262,0,0],[4263,0,0],[4264,0,0],[4265,0,0],[4266,0,0],[4267,0,0],[4268,0,0],[4269,0,0],[4270,0,0],[4271,0,0],[4272,0,0],[4273,0,0],[4274,0,0],[4275,0,0]]"
369,4,"[[4276,2,0],[4277,4,0]]"
370,1,"[[4278,0,-1],[4279,0,0],[4280,0,-1],[4281,0,0],[4282,0,0],[4283,0,0],[4284,0,-1],[4285,0,0],[4286,-1,0],[4287,-1,0],[4288,-1,0],[4289,0,0],[4290,0,-1],[4291,0,-1],[4292,0,-1],[4293,0,0],[4294,0,0],[4295,0,0],[4296,0,-1],[4297,0,-1]]"
371,2,"[[4298,2,0],[4299,0,0],[4300,0,0],[4301,0,0],[4302,0,0],[4303,0,0],[4304,0,0],[4305,1,0],[4306,0,0],[4307,2,0],[4308,1,0],[4309,0,0],[4310,0,1],[4311,0,1],[4312,0,0]]"
372,4,"[[4313,2,0],[4314,2,0]]"
373,1,"[[4315,0,-1],[4316,0,0],[4317,0,-1],[4318,0,0],[4319,0,0],[4320,0,0],[4321,0,-1],[4322,0,-1],[4323,0,0],[4324,0,0],[4325,0,0],[4326,0,0],[4327,0,-1],[4328,0,-1],[4329,0,-1],[4330,0,0],[4331,0,0],[4332,0,0],[4333,0,-1],[4334,0,-1]]"
374,2,"[[4335,1,0],[4336,0,0],[4337,-1,0],[4338,0,0],[4339,0,0],[4340,0,0],[4341,0,0],[4342,1,0],[4343,1,0],[4344,2,0],[4345,1,-1],[4346,0,0],[4347,0,1],[4348,0,0],[4349,0,0]]"
375,4,"[[4350,0,-1],[4351,-2,-1]]"
376,1,"[[4352,0,0],[4353,0,0],[4354,0,0],[4355,0,0],[4356,0,0],[4357,0,0],[4358,0,0],[4359,0,0],[4360,0,0],[4361,0,0],[4362,0,0],[4363,0,0],[4364,0,0],[4365,0,0],[4366,0,0],[4367,0,0],[4368,0,0],[4369,0,0],[4370,0,0],[4371,0,0]]"
377,4,"[[4372,3,0],[4373,3,0]]"
378,1,"[[4374,0,0],[4375,0,0],[4376,0,0],[4377,0,0],[4378,0,0],[4379,0,0],[4380,0,0],[4381,0,0],[4382,0,0],[4383,0,0],[4384,0,0],[4385,0,0],[4386,0,0],[4387,0,0],[4388,0,0],[4389,0,0],[4390,0,0],[4391,0,0],[4392,0,0],[4393,0,0]]"
379,2,"[[4394,0,0],[4395,0,0],[4396,-1,0],[4397,0,0],[4398,0,0],[4399,0,0],[4400,0,0],[4401,0,0],[4402,0,0],[4403,0,0],[4404,0,0],[4405,0,0],[4406,0,1],[4407,0,0],[4408,-1,0]]"
380,1,"[[4409,0,0],[4410,0,0],[4411,0,0],[4412,0,0],[4413,0,0],[4414,0,0],[4415,0,0],[4416,0,0],[4417,0,0],[4418,0,0],[4419,0,0],[4420,0,0],[4421,0,0],[4422,0,0],[4423,0,0],[4424,0,0],[4425,0,0],[4426,0,0],[4427,0,0],[4428,0,0]]"
381,2,"[[4429,1,0],[4430,0,0],[4431,-1,0],[4432,-1,0],[4433,0,0],[4434,0,0],[4435,0,0],[4436,0,0],[4437,0,0],[4438,0,0],[4439,0,-1],[4440,0,-2],[4441,0,0],[4442,0,-1],[4443,0,0]]"
382,5,"[[4444,2,0],[4445,1,0]]"
383,1,"[[4446,0,0],[4447,0,0],[4448,0,0],[4449,0,0],[4450,0,0],[4451,0,0],[4452,0,0],[4453,0,0],[4454,-1,0],[4455,-1,0],[4456,0,0],[4457,0,0],[4458,0,0],[4459,0,0],[4460,0,0],[4461,0,0],[4462,0,0],[4463,0,0],[4464,0,0],[4465,0,0]]"
384,2,"[[4466,1,0],[4467,0,-1],[4468,-1,0],[4469,0,0],[4470,0,0],[4471,-1,0],[4472,-1,0],[4473,0,0],[4474,0,0],[4475,1,0],[4476,0,0],[4477,0,0],[4478,0,1],[4479,0,1],[4480,-3,0]]"
385,4,"[[4481,3,1],[4482,3,1]]"
386,1,"[[4483,0,0],[4484,0,0],[4485,0,0],[4486,0,0],[4487,0,0],[4488,0,0],[4489,0,0],[4490,0,0],[4491,0,0],[4492,0,0],[4493,0,0],[4494,0,0],[4495,0,0],[4496,0,0],[4497,0,0],[4498,0,0],[4499,0,0],[4500,0,0],[4501,0,0],[4502,0,0]]"
387,2,"[[4503,0,0],[4504,0,0],[4505,-1,0],[4506,-1,0],[4507,0,0],[4508,0,0],[4509,0,0],[4510,0,0],[4511,0,0],[4512,0,0],[4513,0,-1],[4514,0,-2],[4515,0,0],[4516,0,-1],[4517,0,0]]"
388,1,"[[4518,0,0],[4519,0,0],[4520,0,0],[4521,0,0],[4522,0,0],[4523,0,0],[4524,0,0],[4525,0,0],[4526,0,0],[4527,0,0],[4528,0,0],[4529,0,0],[4530,0,0],[4531,0,0],[4532,0,0],[4533,0,0],[4534,0,0],[4535,0,0],[4536,0,0],[4537,0,0]]"
389,2,"[[4538,1,0],[4539,0,0],[4540,0,0],[4541,0,0],[4542,0,0],[4543,0,0],[4544,0,0],[4545,0,0],[4546,1,0],[4547,2,0],[4548,0,0],[4549,0,0],[4550,0,1],[4551,0,0],[4552,0,0]]"
390,1,"[[4553,-3,-1],[4554,0,0],[4555,0,0],[4556,0,0],[4557,0,0],[4558,0,0],[4559,0,0],[4560,0,0],[4561,0,0],[4562,0,0],[4563,0,0],[4564,0,0],[4565,0,0],[4566,0,0],[4567,0,0],[4568,0,0],[4569,0,0],[4570,0,0],[4571,0,0],[4572,0,0]]"
391,2,"[[4573,1,0],[4574,0,0],[4575,0,0],[4576,0,0],[4577,0,0],[4578,0,0],[4579,0,0],[4580,0,0],[4581,1,0],[4582,2,0],[4583,0,0],[4584,0,0],[4585,0,1],[4586,0,0],[4587,0,0]]"
392,1,"[[4588,0,0],[4589,0,0],[4590,0,0],[4591,0,0],[4592,0,0],[4593,0,0],[4594,0,0],[4595,0,0],[4596,0,0],[4597,0,0],[4598,0,0],[4599,0,0],[4600,0,0],[4601,0,0],[4602,0,0],[4603,0,0],[4604,0,0],[4605,0,0],[4606,0,0],[4607,0,0]]"
393,2,"[[4608,1,0],[4609,0,0],[4610,0,0],[4611,0,0],[4612,0,0],[4613,0,0],[4614,0,0],[4615,0,0],[4616,1,0],[4617,2,0],[4618,0,0],[4619,0,0],[4620,0,1],[4621,0,0],[4622,0,0]]"
394,1,"[[4623,0,0],[4624,0,0],[4625,0,0],[4626,0,0],[4627,0,0],[4628,0,0],[4629,0,0],[4630,0,0],[4631,-1,0],[4632,-1,0],[4633,0,0],[4634,0,0],[4635,0,0],[4636,0,0],[4637,0,0],[4638,0,0],[4639,0,0],[4640,0,0],[4641,0,0],[4642,0,0]]"
395,2,"[[4643,2,0],[4644,0,0],[4645,0,0],[4646,0,0],[4647,0,0],[4648,0,0],[4649,0,-1],[4650,1,0],[4651,0,0],[4652,2,0],[4653,1,-1],[4654,0,0],[4655,0,0],[4656,0,1],[4657,0,-1]]"
396,4,"[[4658,3,1],[4659,3,1]]"
397,1,"[[4660,0,0],[4661,0,0],[4662,0,0],[4663,0,0],[4664,0,0],[4665,0,0],[4666,0,0],[4667,0,0],[4668,0,0],[4669,0,0],[4670,0,0],[4671,0,0],[4672,0,0],[4673,0,0],[4674,0,0],[4675,0,0],[4676,0,0],[4677,0,0],[4678,0,0],[4679,0,0]]"
398,2,"[[4680,1,0],[4681,0,0],[4682,0,0],[4683,0,0],[4684,0,0],[4685,0,0],[4686,0,0],[4687,0,0],[4688,1,0],[4689,2,0],[4690,0,0],[4691,0,0],[4692,0,1],[4693,0,0],[4694,0,0]]"
399,0,"[[4695,-2,-15],[4696,-2,-15],[4697,-2,-16],[4698,-2,-16],[4699,2,-14]]"
400,1,"[[4700,0,-8],[4701,-1,-7],[4702,0,-8],[4703,-2,-4],[4704,-1,-6],[4705,-3,-6],[4706,-2,-8],[4707,-3,-8],[4708,-1,-6],[4709,-1,-6],[4710,-4,-4],[4711,-2,-6],[4712,0,-7],[4713,0,-6],[4714,-3,-10],[4715,-3,-5],[4716,-2,-8],[4717,-2,-5],[4718,-3,-10],[4719,-3,-10]]"
401,2,"[[4720,1,-3],[4721,-2,-3],[4722,0,-2],[4723,-1,-2],[4724,-2,-2],[4725,0,-3],[4726,-1,-3],[4727,-1,-3],[4728,-2,-3],[4729,0,-3],[4730,0,-2],[4731,-2,-4],[4732,-1,-2],[4733,0,-3],[4734,-1,-3]]"
402,0,"[[4735,-4,-1],[4736,-4,-1],[4737,-4,-1],[4738,-4,-1],[4739,-3,-1]]"
403,1,"[[4740,-1,3],[4741,-6,2],[4742,-6,0],[4743,0,2],[4744,-6,1],[4745,0,2],[4746,1,1],[4747,2,1],[4748,-1,4],[4749,-1,0],[4750,0,0],[4751,1,1],[4752,0,2],[4753,0,2],[4754,-5,1],[4755,-6,3],[4756,0,1],[4757,-1,-1],[4758,-3,2],[4759,-3,0]]"
404,2,"[[4760,2,0],[4761,0,0],[4762,0,0],[4763,0,0],[4764,0,0],[4765,0,0],[4766,0,0],[4767,1,0],[4768,1,0],[4769,2,0],[4770,1,0],[4771,0,0],[4772,0,1],[4773,0,1],[4774,0,0]]"
405,1,"[[4775,-3,-11],[4776,-2,-9],[4777,-6,-11],[4778,-11,-8],[4779,-7,-11],[4780,-4,-12],[4781,-8,-14],[4782,-2,-15],[4783,-11,-1],[4784,-10,-2],[4785,-6,-7],[4786,-6,-12],[4787,0,-10],[4788,-1,-10],[4789,3,-14],[4790,2,-8],[4791,-8,-12],[4792,-7,-7],[4793,4,-14],[4794,5,-14]]"
406,3,"[[4795,-4,-15],[4796,14,-9],[4796,10,-10],[4797,-4,-12],[4797,-5,-11],[4796,14,-11],[4795,2,-3],[4795,2,-9],[4795,2,-9],[4796,17,-19],[4797,-24,-21],[4796,-8,-30],[4798,11,-1],[4798,2,0],[4799,-7,-1],[4796,-4,-31],[4795,-3,-13],[4795,-4,-12],[4800,-5,-14],[4801,-6,-10],[4802,-1,-13],[4803,-9,-10],[4796,29,-18],[4796,25,-11]]"
407,0,"[[4804,-3,-13],[4805,-3,-13],[4806,-3,-13],[4807,-3,-13],[4808,-3,-14]]"
408,1,"[[4809,-5,-15],[4810,-10,-12],[4811,-8,-13],[4812,-6,-10],[4813,-10,-12],[4814,-5,-14],[4815,-5,-13],[4816,-2,-14],[4817,-2,-18],[4818,-3,-14],[4819,-2,-9],[4820,-2,-11],[4821,-2,-14],[4822,-1,-14],[4823,-8,-15],[4824,-6,-12],[4825,-5,-13],[4826,-6,-10],[4827,-5,-15],[4828,-5,-14]]"
409,2,"[[4829,1,-6],[4830,-3,-5],[4831,-1,-6],[4832,-3,-6],[4833,-2,-6],[4834,0,-6],[4835,-5,-6],[4836,-3,-6],[4837,-4,-6],[4838,-3,-6],[4839,-2,-6],[4840,-2,-5],[4841,-1,-4],[4842,-1,-7],[4843,-3,-6]]"
410,0,"[[4844,1,-14],[4845,1,-14],[4846,1,-14],[4847,1,-14],[4848,2,-13]]"
411,1,"[[4849,-3,-15],[4850,-8,-13],[4851,-5,-14],[4852,-8,-12],[4853,-10,-11],[4854,-8,-13],[4855,-7,-13],[4856,-5,-13],[4857,-4,-14],[4858,-3,-15],[4859,-3,-11],[4860,-5,-15],[4861,-4,-15],[4862,-3,-14],[4863,-7,-15],[4864,-6,-12],[4865,-9,-13],[4866,-9,-11],[4867,-6,-14],[4868,-6,-13]]"
412,2,"[[4869,-1,-5],[4870,-6,-4],[4871,0,-5],[4872,-6,-6],[4873,-4,-7],[4874,-2,-6],[4875,-5,-6],[4876,-4,-6],[4877,-5,-6],[4878,-2,-6],[4879,-3,-7],[4880,-3,-6],[4881,-2,-6],[4882,-1,-7],[4883,-5,-6]]"
413,0,"[[4884,-1,-9],[4885,-1,-9],[4886,-1,-9],[4887,-1,-9],[4888,-1,-9]]"
414,1,"[[4889,-5,-16],[4890,-2,-13],[4891,-3,-14],[4892,-4,-10],[4893,-3,-12],[4894,-3,-15],[4895,-3,-14],[4896,-2,-13],[4897,-1,-5],[4898,-1,-5],[4899,-1,-11],[4900,-1,-13],[4901,-5,-15],[4902,-3,-13],[4903,-1,-15],[4904,0,-9],[4905,-3,-13],[4906,-2,-8],[4907,-1,-14],[4908,-1,-14]]"
415,2,"[[4909,0,-3],[4910,-2,-3],[4911,-3,-3],[4912,-2,-3],[4913,-2,-2],[4914,-2,-3],[4915,-1,-3],[4916,-1,-3],[4917,-1,-3],[4918,0,-3],[4919,0,-3],[4920,-2,-4],[4921,-1,-3],[4922,0,-3],[4923,0,-3]]"
416,0,"[[4924,-6,-9],[4925,-6,-9],[4926,-6,-10],[4926,-6,-10],[4927,-5,-8]]"
417,1,"[[4928,-8,-15],[4929,0,-14],[4930,-5,-15],[4931,-8,-15],[4932,-4,-12],[4933,-10,-14],[4934,-7,-11],[4935,-7,-13],[4936,-9,-5],[4937,-10,-5],[4938,-8,-10],[4939,-7,-13],[4940,-8,-15],[4941,-8,-16],[4942,1,-16],[4943,-4,-10],[4944,-8,-15],[4945,-11,-12],[4946,-1,-15],[4947,-3,-14]]"
418,2,"[[4948,0,5],[4949,0,2],[4950,-4,6],[4951,-3,6],[4952,-2,5],[4953,-7,5],[4954,-3,6],[4955,0,6],[4956,0,6],[4957,1,6],[4958,1,6],[4959,1,6],[4960,4,5],[4961,2,9],[4962,-2,6]]"
419,0,"[[4963,0,-8],[4964,0,-8],[4965,0,-9],[4966,0,-9],[4967,0,-8]]"
420,1,"[[4968,-5,-10],[4969,-5,-9],[4970,-2,-10],[4971,-7,-6],[4972,-11,-11],[4973,-7,-11],[4974,-10,-11],[4975,-12,-11],[4976,-6,-8],[4977,-6,-8],[4978,-5,-10],[4979,-6,-10],[4980,-6,-13],[4981,-6,-13],[4982,-5,-12],[4983,-5,-8],[4984,-10,-10],[4985,-8,-7],[4986,-2,-12],[4987,-1,-12]]"
421,2,"[[4988,-1,4],[4989,0,2],[4990,1,3],[4991,1,2],[4992,1,1],[4993,0,2],[4994,0,1],[4995,0,1],[4996,0,2],[4997,0,2],[4998,0,0],[4999,0,0],[5000,0,1],[5001,0,0],[5002,1,1]]"
422,0,"[[5003,-2,-6],[5004,-2,-6],[5005,-2,-6],[5006,-2,-6],[5007,0,-5]]"
423,1,"[[5008,0,-4],[5009,0,-4],[5010,0,-4],[5011,0,-4],[5012,0,-4],[5013,0,-3],[5014,0,-4],[5015,0,-4],[5016,-1,-4],[5017,-1,-4],[5018,0,-4],[5019,0,-4],[5020,0,-4],[5021,0,-4],[5022,0,-4],[5023,0,-4],[5024,0,-4],[5025,0,-4],[5026,0,-4],[5027,0,-4]]"
424,2,"[[5028,1,-3],[5029,0,-3],[5030,0,-3],[5031,0,-3],[5032,0,-3],[5033,1,-3],[5034,0,-3],[5035,-1,-3],[5036,-1,-3],[5037,1,-3],[5038,1,-2],[5039,0,-2],[5040,0,-1],[5041,0,-1],[5042,0,-3]]"
425,3,"[[5043,25,-3],[5043,20,0],[5043,16,1],[5043,19,-1],[5043,19,-1],[5044,9,1],[5043,30,6],[5043,30,0],[5043,30,0],[5043,22,-9],[5043,2,-12],[5044,-16,-23],[5045,17,12],[5045,12,14],[5043,-3,8],[5043,-1,-22],[5043,25,-4],[5043,24,-5],[5043,32,2],[5043,25,7],[5043,35,3],[5043,30,8],[5043,33,-9],[5043,30,1]]"
426,4,"[[5046,2,0],[5047,1,0]]"
427,1,"[[5048,0,0],[5049,0,0],[5050,0,0],[5051,0,0],[5052,0,0],[5053,0,0],[5054,0,0],[5055,0,0],[5056,0,0],[5057,0,0],[5058,0,0],[5059,0,0],[5060,0,0],[5061,0,0],[5062,0,0],[5063,0,0],[5064,0,0],[5065,0,0],[5066,0,0],[5067,0,0]]"
428,2,"[[5068,0,0],[5069,0,0],[5070,-1,0],[5071,0,0],[5072,0,0],[5073,-1,0],[5074,0,-1],[5075,0,0],[5076,0,-1],[5077,0,0],[5078,0,0],[5079,0,0],[5080,0,0],[5081,0,0],[5082,0,-1]]"
429,4,"[[5083,1,-1],[5084,0,-1]]"
430,1,"[[5085,0,0],[5086,0,0],[5087,0,0],[5088,0,0],[5089,0,0],[5090,0,0],[5091,0,0],[5092,0,0],[5093,0,0],[5094,0,0],[5095,0,0],[5096,0,0],[5097,0,0],[5098,0,0],[5099,0,0],[5100,0,0],[5101,0,0],[5102,0,0],[5103,0,0],[5104,0,0]]"
431,2,"[[5105,1,0],[5106,0,0],[5107,-1,0],[5108,0,0],[5109,0,0],[5110,0,0],[5111,0,0],[5112,0,0],[5113,0,0],[5114,0,0],[5115,0,0],[5116,0,0],[5117,0,1],[5118,0,0],[5119,0,0]]"
432,4,"[[5120,5,9],[5121,6,9]]"
433,1,"[[5122,0,0],[5123,0,0],[5124,0,0],[5125,0,0],[5126,0,0],[5127,0,0],[5128,0,0],[5129,0,0],[5130,0,0],[5131,0,0],[5132,0,0],[5133,0,0],[5134,0,0],[5135,0,0],[5136,0,0],[5137,0,0],[5138,0,0],[5139,0,0],[5140,0,0],[5141,0,0]]"
434,2,"[[5142,1,0],[5143,0,0],[5144,-1,0],[5145,0,0],[5146,0,0],[5147,0,0],[5148,0,0],[5149,0,0],[5150,0,0],[5151,0,0],[5152,0,0],[5153,0,0],[5154,0,1],[5155,0,0],[5156,0,0]]"
435,4,"[[5157,-2,-6],[5158,2,-6]]"
436,1,"[[5159,0,0],[5160,0,0],[5161,0,0],[5162,0,0],[5163,0,0],[5164,0,0],[5165,0,0],[5166,0,0],[5167,-1,0],[5168,-1,0],[5169,-1,0],[5170,0,0],[5171,0,0],[5172,0,0],[5173,0,0],[5174,0,0],[5175,0,0],[5176,0,0],[5177,0,0],[5178,0,0]]"
437,2,"[[5179,1,0],[5180,0,0],[5181,0,0],[5182,0,0],[5183,0,0],[5184,0,0],[5185,0,0],[5186,0,0],[5187,0,0],[5188,1,0],[5189,0,0],[5190,0,0],[5191,0,1],[5192,0,1],[5193,0,0]]"
438,4,"[[5194,2,-10],[5195,2,-10]]"
439,1,"[[5196,0,0],[5197,0,0],[5198,0,0],[5199,0,0],[5200,0,0],[5201,0,0],[5202,0,0],[5203,0,0],[5204,0,0],[5205,0,0],[5206,0,0],[5207,0,0],[5208,0,0],[5209,0,0],[5210,0,0],[5211,0,0],[5212,0,0],[5213,0,0],[5214,0,0],[5215,0,0]]"
440,2,"[[5216,0,0],[5217,0,0],[5218,0,0],[5219,0,0],[5220,0,0],[5221,0,0],[5222,0,0],[5223,0,0],[5224,0,0],[5225,0,0],[5226,0,0],[5227,0,0],[5228,0,0],[5229,0,0],[5230,0,0]]"
441,4,"[[6254,1,-1],[6255,1,0]]"
442,1,"[[6256,0,-2],[6257,0,-1],[6258,0,-2],[6259,0,0],[6260,0,0],[6261,0,-1],[6262,0,-2],[6263,0,-1],[6264,0,0],[6265,0,0],[6266,0,0],[6267,0,0],[6268,0,-2],[6269,0,-2],[6270,0,-2],[6271,0,0],[6272,0,-1],[6273,0,0],[6274,0,-2],[6275,0,-2]]"
443,2,"[[6276,0,0],[6277,0,0],[6278,0,0],[6279,0,0],[6280,0,0],[6281,0,0],[6282,0,0],[6283,0,0],[6284,0,0],[6285,0,0],[6286,0,0],[6287,0,0],[6288,0,0],[6289,0,0],[6290,0,0]]"
444,4,"[[6291,5,5],[6292,4,4]]"
445,1,"[[6293,0,-2],[6294,0,-1],[6295,0,-2],[6296,0,0],[6297,0,0],[6298,0,-1],[6299,0,-2],[6300,0,-1],[6301,0,0],[6302,0,0],[6303,0,0],[6304,0,0],[6305,0,-2],[6306,0,-2],[6307,0,-2],[6308,0,0],[6309,0,-1],[6310,0,0],[6311,0,-2],[6312,0,-2]]"
446,2,"[[6313,0,0],[6314,0,0],[6315,-1,0],[6316,0,0],[6317,0,0],[6318,0,0],[6319,0,0],[6320,0,0],[6321,0,0],[6322,1,0],[6323,1,0],[6324,0,0],[6325,0,0],[6326,0,0],[6327,-1,0]]"
447,4,"[[6328,0,0],[6329,0,0]]"
448,1,"[[6330,0,0],[6331,0,0],[6332,0,0],[6333,0,0],[6334,0,0],[6335,0,0],[6336,0,0],[6337,0,0],[6338,0,0],[6339,0,0],[6340,0,0],[6341,0,0],[6342,0,0],[6343,0,0],[6344,0,0],[6345,0,0],[6346,0,0],[6347,0,0],[6348,0,0],[6349,0,0]]"
449,2,"[[6350,1,0],[6351,0,0],[6352,-1,0],[6353,0,0],[6354,0,0],[6355,0,0],[6356,0,0],[6357,0,0],[6358,0,0],[6359,0,0],[6360,0,0],[6361,0,0],[6362,0,1],[6363,0,0],[6364,0,0]]"
450,4,"[[6365,3,-7],[6366,0,-7]]"
451,1,"[[6367,0,0],[6368,0,0],[6369,0,0],[6370,0,0],[6371,0,0],[6372,0,0],[6373,0,0],[6374,0,0],[6375,-1,0],[6376,-1,0],[6377,-1,0],[6378,0,0],[6379,0,0],[6380,0,0],[6381,0,0],[6382,0,0],[6383,0,0],[6384,0,0],[6385,0,0],[6386,0,0]]"
452,2,"[[6387,1,0],[6388,0,0],[6389,0,0],[6390,0,0],[6391,0,0],[6392,1,0],[6393,0,0],[6394,0,0],[6395,-1,0],[6396,1,0],[6397,0,0],[6398,0,0],[6399,0,1],[6400,0,1],[6401,0,0]]"
453,4,"[[6402,3,0],[6403,3,0]]"
454,1,"[[6404,0,0],[6405,0,0],[6406,0,0],[6407,0,0],[6408,0,0],[6409,0,0],[6410,0,0],[6411,0,0],[6412,0,0],[6413,0,0],[6414,0,0],[6415,0,0],[6416,0,0],[6417,0,0],[6418,0,0],[6419,0,0],[6420,0,0],[6421,0,0],[6422,0,0],[6423,0,0]]"
455,2,"[[6424,1,0],[6425,0,0],[6426,-1,0],[6427,0,0],[6428,0,0],[6429,0,0],[6430,0,0],[6431,-1,0],[6432,1,0],[6433,2,0],[6434,1,-1],[6435,0,0],[6436,0,1],[6437,0,0],[6438,0,0]]"
456,0,"[[5416,-3,-8],[5417,-3,-8],[5418,-3,-8],[5419,-3,-8],[5420,-3,-8]]"
457,0,"[[5421,-2,-8],[5422,-2,-8],[5423,-2,-8],[5424,-2,-8],[5425,-2,-8]]"
458,0,"[[5426,-4,-10],[5427,-4,-10],[5428,-4,-10],[5429,-4,-10],[5430,-4,-10]]"
459,0,"[[5431,-1,-7],[5432,-1,-7],[5433,-1,-7],[5434,-1,-7],[5435,-1,-7]]"
460,4,"[[5436,8,8],[5437,6,10]]"
461,3,"[[5439,10,18],[5438,15,21],[5438,10,22],[5438,11,22],[5438,11,21],[5438,13,23],[5438,18,28],[5438,18,23],[5438,17,23],[5443,27,13],[79,0,0],[79,0,0],[5440,21,4],[5441,10,1],[5442,13,0],[79,0,0],[5438,7,19],[5438,7,19],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
462,3,"[[5444,-6,12],[5445,24,16],[5445,19,21],[5446,-8,16],[5446,-8,15],[5450,33,8],[5447,6,6],[5447,6,0],[5447,6,0],[5445,23,11],[5448,-33,4],[79,-6,1],[5445,17,35],[5449,11,7],[5450,13,11],[5448,-38,-12],[5444,-7,5],[5444,-7,4],[79,-4,7],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
463,3,"[[5452,0,0],[5453,19,0],[5453,15,0],[5454,20,0],[5454,20,0],[5453,18,0],[5455,26,0],[5453,26,0],[5453,26,0],[5456,0,6],[79,10,0],[79,0,0],[5457,0,3],[5458,0,2],[5459,5,9],[79,0,0],[5460,0,0],[5460,0,0],[5462,5,0],[5461,1,0],[5462,5,0],[5461,1,0],[5463,3,0],[5464,3,0]]"
464,3,"[[5465,3,20],[5466,0,8],[5466,0,10],[5467,1,1],[5467,1,1],[5468,-1,3],[5469,-1,8],[5469,-1,2],[5469,-1,2],[5466,5,-1],[5470,0,0],[79,11,1],[5471,18,0],[5472,7,-2],[5473,12,18],[79,0,0],[5474,3,11],[5474,3,10],[5474,-3,10],[5475,-1,3],[5476,-2,2],[5477,2,3],[5478,-2,1],[5479,-2,0]]"
465,3,"[[5481,10,18],[5480,15,21],[5480,10,22],[5480,11,22],[5480,11,21],[5480,13,23],[5480,18,28],[5480,18,23],[5480,17,23],[5485,27,13],[79,0,0],[79,0,0],[5482,21,4],[5483,10,1],[5484,13,0],[79,0,0],[5480,7,19],[5480,7,19],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
466,3,"[[5486,-6,12],[5487,24,15],[5487,19,21],[5488,-9,15],[5488,-9,15],[5492,34,8],[5489,6,6],[5489,6,0],[5489,6,0],[5487,24,11],[5490,-34,4],[79,0,0],[5487,19,35],[5491,9,6],[5492,13,12],[5490,-39,-12],[5486,-6,3],[5486,-9,6],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
467,3,"[[5494,0,0],[5495,19,0],[5495,15,0],[5496,20,0],[5496,20,0],[5495,18,0],[5497,26,0],[5495,26,0],[5495,26,0],[5498,0,6],[79,12,4],[79,0,0],[5499,0,3],[5500,0,2],[5501,5,9],[79,0,0],[5502,0,0],[5502,0,0],[5504,5,0],[5503,1,0],[5504,5,0],[5503,1,0],[5505,3,0],[5506,3,0]]"
